customer_state,品类,件数,件均价
MT,moveis_quarto,2,234.9
MT,pcs,2,1445.0
MT,tablets_impressao_imagem,2,25.4
MT,artes,1,69.99
MT,artigos_de_natal,1,79.9
MT,bebidas,1,19.49
MT,cine_foto,1,675.99
MT,construcao_ferramentas_ferramentas,1,190.0
MT,fashion_roupa_feminina,1,34.99
MT,fashion_roupa_masculina,1,147.5
MT,portateis_casa_forno_e_cafe,1,750.0
MS,esporte_lazer,74,122.94
MS,moveis_decoracao,65,89.53
MS,beleza_saude,64,175.49
MS,cama_mesa_banho,64,89.79
MS,informatica_acessorios,62,157.08
MS,utilidades_domesticas,39,278.51
MS,relogios_presentes,37,168.97
MS,brinquedos,34,104.64
MS,bebes,31,148.72
MS,telefonia,28,52.7
MS,automotivo,26,274.72
MS,cool_stuff,25,237.76
MS,pet_shop,25,102.8
MS,perfumaria,24,71.71
MS,eletronicos,22,68.77
MS,ferramentas_jardim,22,231.59
MS,papelaria,22,78.55
MS,construcao_ferramentas_construcao,14,122.5
MS,fashion_bolsas_e_acessorios,14,73.61
MS,construcao_ferramentas_iluminacao,9,100.55
MS,malas_acessorios,9,151.74
MS,未分类,9,70.66
MS,casa_construcao,7,145.57
MS,instrumentos_musicais,7,511.79
MS,consoles_games,6,78.01
MS,eletrodomesticos,6,42.08
MS,eletroportateis,6,46.72
MS,alimentos,4,96.06
MS,bebidas,4,49.99
MS,eletrodomesticos_2,4,192.42
MS,fashion_calcados,4,136.5
MS,livros_tecnicos,4,42.71
MS,moveis_escritorio,4,184.94
MS,agro_industria_e_comercio,3,175.63
MS,dvds_blu_ray,3,149.6
MS,fashion_underwear_e_moda_praia,3,147.3
MS,moveis_sala,3,139.6
MS,artigos_de_natal,2,17.8
MS,construcao_ferramentas_jardim,2,90.5
MS,construcao_ferramentas_seguranca,2,1092.94
MS,livros_interesse_geral,2,115.5
MS,market_place,2,59.44
MS,tablets_impressao_imagem,2,99.0
MS,alimentos_bebidas,1,18.6
MS,artes,1,129.99
MS,audio,1,190.9
MS,casa_conforto,1,86.9
MS,construcao_ferramentas_ferramentas,1,6.8
MS,flores,1,31.2
MS,industria_comercio_e_negocios,1,89.9
MS,moveis_quarto,1,179.0
MS,pcs,1,599.0
MS,portateis_casa_forno_e_cafe,1,750.0
MS,sinalizacao_e_seguranca,1,358.0
MS,telefonia_fixa,1,32.99
MG,cama_mesa_banho,1322,97.4
MG,beleza_saude,1064,145.04
MG,informatica_acessorios,981,111.19
MG,esporte_lazer,945,116.35
MG,moveis_decoracao,936,82.89
MG,utilidades_domesticas,814,92.03
MG,relogios_presentes,626,194.28
MG,ferramentas_jardim,603,99.28
MG,automotivo,499,143.31
MG,brinquedos,488,116.97
MG,telefonia,474,71.77
MG,cool_stuff,454,153.97
MG,perfumaria,396,119.49
MG,bebes,366,129.81
MG,eletronicos,295,70.55
MG,papelaria,269,91.1
MG,fashion_bolsas_e_acessorios,259,89.0
MG,pet_shop,250,127.95
MG,malas_acessorios,182,124.46
MG,未分类,179,100.48
MG,moveis_escritorio,167,168.56
MG,consoles_games,130,150.64
MG,construcao_ferramentas_construcao,120,147.76
MG,eletrodomesticos,85,63.97
MG,instrumentos_musicais,77,320.52
MG,eletroportateis,64,267.86
MG,casa_construcao,63,133.07
MG,casa_conforto,57,142.06
MG,livros_interesse_geral,54,82.79
MG,moveis_sala,47,163.37
MG,fashion_calcados,43,76.84
MG,construcao_ferramentas_iluminacao,41,152.86
MG,alimentos,37,55.76
MG,audio,34,162.62
MG,market_place,33,85.61
MG,construcao_ferramentas_jardim,29,79.38
MG,livros_tecnicos,29,65.55
MG,moveis_cozinha_area_de_servico_jantar_e_jardim,29,134.02
MG,alimentos_bebidas,26,73.61
MG,bebidas,25,74.62
MG,construcao_ferramentas_seguranca,24,277.22
MG,agro_industria_e_comercio,21,577.45
MG,climatizacao,20,218.96
MG,fashion_roupa_masculina,20,76.84
MG,eletrodomesticos_2,19,335.62
MG,pcs,19,1103.84
MG,artes,18,75.92
MG,artigos_de_natal,18,69.8
MG,construcao_ferramentas_ferramentas,18,95.56
MG,fashion_underwear_e_moda_praia,18,59.49
MG,industria_comercio_e_negocios,17,98.59
MG,telefonia_fixa,17,73.21
MG,sinalizacao_e_seguranca,11,68.59
MG,portateis_casa_forno_e_cafe,10,466.84
MG,tablets_impressao_imagem,10,85.17
MG,fashion_roupa_feminina,7,67.95
MG,artes_e_artesanato,6,81.46
MG,livros_importados,6,44.31
MG,moveis_quarto,6,339.8
MG,musica,6,113.89
MG,artigos_de_festas,5,220.6
MG,cine_foto,5,65.18
MG,flores,5,19.26
MG,dvds_blu_ray,4,67.19
MG,casa_conforto_2,3,12.9
MG,moveis_colchao_e_estofado,3,187.16
MG,fashion_esporte,2,132.45
MG,la_cuisine,2,133.0
MG,portateis_cozinha_e_preparadores_de_alimentos,2,566.95
MG,fraldas_higiene,1,43.0
MG,pc_gamer,1,129.99
MA,beleza_saude,88,143.96
MA,informatica_acessorios,67,181.39
MA,esporte_lazer,65,129.67
MA,telefonia,64,77.77
MA,relogios_presentes,59,164.63
MA,moveis_decoracao,45,98.79
MA,automotivo,39,135.67
MA,cama_mesa_banho,36,110.13
MA,cool_stuff,33,216.98
MA,perfumaria,30,146.22
MA,bebes,26,201.9
MA,fashion_bolsas_e_acessorios,25,77.79
MA,utilidades_domesticas,24,99.36
MA,ferramentas_jardim,23,84.63
MA,moveis_escritorio,23,161.55
MA,brinquedos,22,143.7
MA,papelaria,20,72.79
MA,eletronicos,13,29.45
MA,instrumentos_musicais,10,347.71
MA,pet_shop,10,84.64
MA,malas_acessorios,9,133.6
MA,market_place,9,74.7
MA,未分类,9,155.44
MA,consoles_games,6,221.92
MA,casa_construcao,5,142.75
MA,pcs,5,1357.4
MA,moveis_sala,4,379.98
MA,audio,3,244.63
MA,eletrodomesticos,3,432.6
MA,livros_interesse_geral,3,99.67
MA,livros_tecnicos,3,35.26
MA,alimentos_bebidas,2,52.0
MA,casa_conforto,2,342.95
MA,eletroportateis,2,131.45
MA,artigos_de_natal,1,116.9
MA,cds_dvds_musicais,1,65.0
MA,cine_foto,1,49.8
MA,climatizacao,1,199.0
MA,construcao_ferramentas_construcao,1,49.99
MA,construcao_ferramentas_iluminacao,1,250.0
MA,fashion_calcados,1,27.9
MA,fashion_esporte,1,205.9
MA,fashion_roupa_masculina,1,59.9
MA,industria_comercio_e_negocios,1,125.0
MA,livros_importados,1,749.0
MA,tablets_impressao_imagem,1,152.99
MA,telefonia_fixa,1,90.0
GO,cama_mesa_banho,231,96.47
GO,beleza_saude,227,123.22
GO,esporte_lazer,163,117.98
GO,relogios_presentes,142,221.74
GO,utilidades_domesticas,129,114.21
GO,informatica_acessorios,123,112.43
GO,moveis_decoracao,123,97.82
GO,telefonia,120,49.87
GO,ferramentas_jardim,117,128.49
GO,automotivo,98,115.4
GO,cool_stuff,93,188.09
GO,perfumaria,88,113.38
GO,brinquedos,81,96.41
GO,bebes,52,182.69
GO,未分类,52,164.04
GO,papelaria,48,94.87
GO,fashion_bolsas_e_acessorios,44,70.92
GO,eletronicos,33,25.9
GO,pet_shop,28,167.59
GO,consoles_games,22,108.49
GO,moveis_escritorio,22,143.72
GO,livros_interesse_geral,14,83.05
GO,casa_construcao,13,205.26
GO,eletrodomesticos,13,45.9
GO,malas_acessorios,12,136.06
GO,market_place,12,25.6
GO,construcao_ferramentas_construcao,11,112.11
GO,eletroportateis,10,259.49
GO,moveis_sala,10,138.16
GO,instrumentos_musicais,9,163.65
GO,casa_conforto,8,138.81
GO,alimentos,7,56.92
GO,audio,7,282.13
GO,bebidas,7,55.08
GO,climatizacao,7,134.41
GO,construcao_ferramentas_ferramentas,7,361.36
GO,construcao_ferramentas_seguranca,7,88.91
GO,fashion_calcados,7,146.04
GO,industria_comercio_e_negocios,7,204.02
GO,sinalizacao_e_seguranca,6,178.56
GO,telefonia_fixa,6,68.3
GO,agro_industria_e_comercio,5,288.08
GO,casa_conforto_2,5,12.9
GO,construcao_ferramentas_iluminacao,5,197.0
GO,construcao_ferramentas_jardim,5,66.14
GO,fashion_underwear_e_moda_praia,5,91.54
GO,pcs,5,711.99
GO,moveis_cozinha_area_de_servico_jantar_e_jardim,4,76.44
GO,artes,3,103.19
GO,artigos_de_natal,3,120.57
GO,eletrodomesticos_2,3,512.63
GO,fashion_roupa_masculina,3,102.87
GO,livros_tecnicos,3,65.55
GO,artigos_de_festas,2,21.9
GO,fashion_roupa_feminina,2,102.4
GO,cine_foto,1,119.0
GO,dvds_blu_ray,1,19.9
GO,flores,1,24.99
GO,la_cuisine,1,137.0
GO,moveis_colchao_e_estofado,1,85.0
GO,moveis_quarto,1,159.0
GO,musica,1,1165.97
GO,tablets_impressao_imagem,1,99.0
ES,cama_mesa_banho,223,101.3
ES,esporte_lazer,173,116.11
ES,beleza_saude,163,122.94
ES,informatica_acessorios,150,96.16
ES,relogios_presentes,149,188.42
ES,moveis_decoracao,145,89.05
ES,telefonia,114,78.71
ES,utilidades_domesticas,112,102.76
ES,ferramentas_jardim,102,102.86
ES,brinquedos,96,108.94
ES,automotivo,84,140.85
ES,eletronicos,78,42.13
ES,perfumaria,68,96.73
ES,cool_stuff,66,165.3
ES,bebes,61,136.82
ES,papelaria,50,110.07
ES,fashion_bolsas_e_acessorios,48,72.19
ES,moveis_escritorio,30,172.43
ES,pet_shop,26,83.5
ES,instrumentos_musicais,21,249.88
ES,consoles_games,20,101.36
ES,未分类,18,89.68
ES,malas_acessorios,16,159.59
ES,casa_construcao,15,143.25
ES,eletrodomesticos,15,74.73
ES,audio,14,85.56
ES,livros_tecnicos,14,81.33
ES,alimentos,13,70.09
ES,moveis_sala,13,100.18
ES,construcao_ferramentas_construcao,12,224.7
ES,casa_conforto,11,131.66
ES,livros_interesse_geral,11,144.99
ES,construcao_ferramentas_iluminacao,9,112.48
ES,telefonia_fixa,9,912.64
ES,alimentos_bebidas,7,44.43
ES,market_place,7,118.4
ES,climatizacao,6,149.8
ES,sinalizacao_e_seguranca,6,143.32
ES,construcao_ferramentas_jardim,5,97.96
ES,fashion_calcados,5,156.06
ES,construcao_ferramentas_ferramentas,4,128.5
ES,tablets_impressao_imagem,4,256.7
ES,bebidas,3,62.31
ES,eletrodomesticos_2,3,383.33
ES,eletroportateis,3,222.92
ES,fashion_roupa_masculina,3,148.6
ES,pcs,3,2686.0
ES,agro_industria_e_comercio,2,221.15
ES,artigos_de_festas,2,31.25
ES,artigos_de_natal,2,63.11
ES,flores,2,38.94
ES,industria_comercio_e_negocios,2,68.0
ES,artes,1,49.9
ES,casa_conforto_2,1,12.9
ES,cine_foto,1,94.9
ES,fashion_roupa_feminina,1,115.0
ES,fashion_underwear_e_moda_praia,1,110.0
ES,moveis_cozinha_area_de_servico_jantar_e_jardim,1,48.0
ES,moveis_quarto,1,99.9
DF,beleza_saude,242,122.08
DF,esporte_lazer,218,103.06
DF,cama_mesa_banho,206,78.39
DF,informatica_acessorios,156,152.91
DF,utilidades_domesticas,153,83.94
DF,moveis_decoracao,151,79.61
DF,relogios_presentes,146,221.18
DF,automotivo,106,162.82
DF,brinquedos,95,119.34
DF,telefonia,91,66.48
DF,perfumaria,85,115.3
DF,cool_stuff,78,155.08
DF,bebes,69,124.95
DF,ferramentas_jardim,60,154.12
DF,eletronicos,51,48.2
DF,papelaria,45,96.85
DF,fashion_bolsas_e_acessorios,44,71.55
DF,pet_shop,39,126.1
DF,未分类,32,80.59
DF,consoles_games,27,76.05
DF,malas_acessorios,24,115.7
DF,eletroportateis,22,493.0
DF,moveis_escritorio,18,162.1
DF,audio,16,128.01
DF,livros_interesse_geral,16,74.81
DF,eletrodomesticos,15,120.16
DF,construcao_ferramentas_construcao,11,98.72
DF,instrumentos_musicais,10,253.26
DF,alimentos,9,56.79
DF,artigos_de_natal,8,38.9
DF,casa_conforto,7,74.5
DF,casa_construcao,7,113.38
DF,fashion_calcados,7,134.94
DF,moveis_sala,7,200.81
DF,pcs,7,1541.0
DF,artes,6,94.3
DF,industria_comercio_e_negocios,6,212.0
DF,bebidas,5,58.47
DF,construcao_ferramentas_jardim,5,82.14
DF,eletrodomesticos_2,5,546.78
DF,livros_tecnicos,5,134.56
DF,moveis_cozinha_area_de_servico_jantar_e_jardim,5,264.76
DF,alimentos_bebidas,4,77.7
DF,construcao_ferramentas_iluminacao,4,197.0
DF,market_place,4,81.68
DF,sinalizacao_e_seguranca,4,156.51
DF,climatizacao,3,156.0
DF,construcao_ferramentas_seguranca,3,173.39
DF,dvds_blu_ray,3,40.26
DF,telefonia_fixa,3,24.33
DF,fashion_underwear_e_moda_praia,2,73.08
DF,artes_e_artesanato,1,129.49
DF,artigos_de_festas,1,231.2
DF,cine_foto,1,99.95
DF,fashion_esporte,1,24.99
DF,fashion_roupa_feminina,1,129.9
DF,moveis_colchao_e_estofado,1,249.0
DF,moveis_quarto,1,510.0
DF,musica,1,50.35
DF,portateis_casa_forno_e_cafe,1,750.0
DF,seguros_e_servicos,1,100.0
CE,beleza_saude,162,194.72
CE,relogios_presentes,134,216.61
CE,telefonia,92,75.14
CE,esporte_lazer,91,113.85
CE,informatica_acessorios,87,132.78
CE,moveis_decoracao,83,102.5
CE,cama_mesa_banho,81,83.96
CE,brinquedos,64,121.77
CE,automotivo,58,203.56
CE,utilidades_domesticas,56,124.25
CE,ferramentas_jardim,55,108.74
CE,perfumaria,55,150.96
CE,cool_stuff,50,240.11
CE,eletronicos,45,82.07
CE,papelaria,37,82.01
CE,bebes,31,146.72
CE,moveis_escritorio,28,168.46
CE,fashion_bolsas_e_acessorios,27,92.85
CE,malas_acessorios,23,144.2
CE,未分类,16,188.36
CE,consoles_games,15,242.1
CE,pet_shop,13,87.77
CE,construcao_ferramentas_construcao,10,179.31
CE,casa_construcao,8,187.73
CE,construcao_ferramentas_jardim,8,248.5
CE,eletroportateis,7,622.33
CE,instrumentos_musicais,7,465.95
CE,livros_interesse_geral,7,193.29
CE,agro_industria_e_comercio,6,75.48
CE,eletrodomesticos,6,268.5
CE,pcs,6,1182.8
CE,alimentos,5,69.74
CE,audio,5,180.58
CE,construcao_ferramentas_seguranca,5,176.53
CE,alimentos_bebidas,4,72.96
CE,casa_conforto,4,86.65
CE,market_place,4,139.59
CE,telefonia_fixa,4,92.45
CE,bebidas,3,50.16
CE,eletrodomesticos_2,3,884.63
CE,fashion_calcados,3,83.23
CE,livros_tecnicos,3,85.33
CE,artigos_de_natal,2,79.9
CE,climatizacao,2,223.08
CE,industria_comercio_e_negocios,2,124.0
CE,moveis_sala,2,301.49
CE,construcao_ferramentas_ferramentas,1,93.0
CE,construcao_ferramentas_iluminacao,1,219.9
CE,fashion_roupa_masculina,1,29.99
CE,fraldas_higiene,1,60.0
CE,moveis_cozinha_area_de_servico_jantar_e_jardim,1,140.0
CE,musica,1,149.9
CE,tablets_impressao_imagem,1,29.99
BA,beleza_saude,340,146.93
BA,esporte_lazer,286,129.41
BA,cama_mesa_banho,254,98.23
BA,informatica_acessorios,250,130.54
BA,moveis_decoracao,247,93.61
BA,telefonia,241,83.66
BA,relogios_presentes,225,202.81
BA,ferramentas_jardim,177,135.45
BA,automotivo,155,187.82
BA,utilidades_domesticas,154,107.7
BA,cool_stuff,140,143.87
BA,brinquedos,113,126.99
BA,eletronicos,107,57.78
BA,bebes,94,160.34
BA,moveis_escritorio,92,154.63
BA,perfumaria,81,120.04
BA,fashion_bolsas_e_acessorios,76,88.76
BA,papelaria,75,95.95
BA,pet_shop,61,92.72
BA,未分类,58,102.14
BA,eletrodomesticos,37,69.97
BA,construcao_ferramentas_construcao,36,127.63
BA,consoles_games,34,113.19
BA,instrumentos_musicais,32,300.95
BA,malas_acessorios,30,102.83
BA,pcs,25,841.76
BA,moveis_sala,20,124.72
BA,eletroportateis,18,215.11
BA,alimentos,15,62.17
BA,audio,14,102.19
BA,casa_construcao,14,189.59
BA,livros_interesse_geral,14,64.48
BA,telefonia_fixa,12,344.32
BA,casa_conforto,11,106.4
BA,artes,10,89.9
BA,artigos_de_natal,10,70.32
BA,livros_tecnicos,10,72.05
BA,alimentos_bebidas,8,68.8
BA,construcao_ferramentas_jardim,8,196.17
BA,fashion_roupa_masculina,8,107.99
BA,fashion_calcados,7,121.64
BA,climatizacao,6,138.81
BA,construcao_ferramentas_iluminacao,6,124.01
BA,construcao_ferramentas_seguranca,6,392.66
BA,sinalizacao_e_seguranca,6,120.97
BA,tablets_impressao_imagem,6,84.3
BA,agro_industria_e_comercio,5,451.4
BA,bebidas,5,80.26
BA,construcao_ferramentas_ferramentas,5,117.94
BA,eletrodomesticos_2,5,378.96
BA,fashion_underwear_e_moda_praia,5,126.56
BA,industria_comercio_e_negocios,5,93.0
BA,market_place,4,533.92
BA,moveis_quarto,4,166.75
BA,cine_foto,3,104.95
BA,moveis_cozinha_area_de_servico_jantar_e_jardim,3,67.3
BA,portateis_casa_forno_e_cafe,3,524.97
BA,fashion_esporte,2,62.44
BA,casa_conforto_2,1,12.9
BA,fashion_roupa_feminina,1,64.9
BA,fashion_roupa_infanto_juvenil,1,89.99
BA,livros_importados,1,77.0
BA,portateis_cozinha_e_preparadores_de_alimentos,1,21.52
AP,beleza_saude,10,138.06
AP,informatica_acessorios,8,256.25
AP,relogios_presentes,8,204.98
AP,esporte_lazer,7,116.1
AP,cama_mesa_banho,6,111.58
AP,telefonia_fixa,6,38.82
AP,eletronicos,4,151.89
AP,telefonia,4,76.2
AP,utilidades_domesticas,4,122.62
AP,automotivo,3,405.46
AP,brinquedos,3,99.28
AP,moveis_decoracao,3,90.27
AP,artes,2,72.94
AP,cool_stuff,2,157.0
AP,ferramentas_jardim,2,120.0
AP,instrumentos_musicais,2,146.95
AP,papelaria,2,117.45
AP,pet_shop,2,29.9
AP,agro_industria_e_comercio,1,589.99
AP,consoles_games,1,85.95
AP,pcs,1,1437.0
AM,beleza_saude,20,138.8
AM,informatica_acessorios,16,113.48
AM,telefonia,15,51.07
AM,esporte_lazer,12,113.55
AM,relogios_presentes,10,175.54
AM,cama_mesa_banho,8,85.15
AM,brinquedos,7,103.08
AM,automotivo,6,120.65
AM,papelaria,6,116.5
AM,bebes,5,131.54
AM,ferramentas_jardim,5,396.18
AM,casa_construcao,4,188.35
AM,cool_stuff,4,159.72
AM,eletronicos,4,14.74
AM,moveis_decoracao,4,53.82
AM,pet_shop,4,93.7
AM,utilidades_domesticas,4,102.17
AM,malas_acessorios,3,130.27
AM,consoles_games,2,211.65
AM,construcao_ferramentas_jardim,2,66.4
AM,eletrodomesticos,2,95.4
AM,moveis_escritorio,2,92.4
AM,perfumaria,2,47.44
AM,未分类,2,270.9
AM,alimentos,1,149.9
AM,artes,1,58.35
AM,audio,1,89.9
AM,bebidas,1,47.49
AM,climatizacao,1,89.0
AM,eletrodomesticos_2,1,540.0
AM,fashion_bolsas_e_acessorios,1,699.99
AM,instrumentos_musicais,1,439.0
AM,livros_interesse_geral,1,87.0
AM,market_place,1,180.0
AM,musica,1,16.1
AM,pcs,1,1340.0
AM,tablets_impressao_imagem,1,50.0
AM,telefonia_fixa,1,19.99
AL,beleza_saude,62,204.54
AL,informatica_acessorios,39,195.02
AL,relogios_presentes,35,331.57
AL,esporte_lazer,32,115.56
AL,moveis_decoracao,30,119.62
AL,telefonia,27,164.23
AL,automotivo,22,208.12
AL,cama_mesa_banho,19,101.59
AL,cool_stuff,15,160.07
AL,eletronicos,13,25.05
AL,ferramentas_jardim,13,122.17
AL,brinquedos,12,87.76
AL,perfumaria,12,147.22
AL,utilidades_domesticas,9,66.71
AL,papelaria,8,81.88
AL,bebes,7,104.11
AL,consoles_games,7,383.3
AL,moveis_escritorio,7,144.26
AL,malas_acessorios,6,166.56
AL,audio,5,110.02
AL,fashion_bolsas_e_acessorios,4,57.18
AL,telefonia_fixa,4,182.97
AL,未分类,4,143.74
AL,casa_construcao,3,210.25
AL,fashion_calcados,3,115.47
AL,market_place,3,73.3
AL,moveis_sala,3,243.26
AL,pet_shop,3,731.97
AL,eletrodomesticos,2,61.88
AL,eletrodomesticos_2,2,1172.5
AL,livros_interesse_geral,2,30.5
AL,moveis_cozinha_area_de_servico_jantar_e_jardim,2,72.0
AL,pcs,2,1024.99
AL,agro_industria_e_comercio,1,1476.3
AL,alimentos,1,189.9
AL,alimentos_bebidas,1,44.06
AL,bebidas,1,15.49
AL,casa_conforto,1,89.9
AL,climatizacao,1,540.0
AL,construcao_ferramentas_construcao,1,1045.0
AL,dvds_blu_ray,1,24.9
AL,industria_comercio_e_negocios,1,199.0
AL,instrumentos_musicais,1,367.0
AC,moveis_decoracao,12,109.7
AC,esporte_lazer,9,186.38
AC,informatica_acessorios,8,154.81
AC,beleza_saude,7,198.08
AC,telefonia,5,220.79
AC,automotivo,4,135.24
AC,cama_mesa_banho,4,141.93
AC,eletronicos,4,121.89
AC,relogios_presentes,4,347.4
AC,utilidades_domesticas,4,128.27
AC,bebes,3,232.61
AC,brinquedos,3,78.26
AC,perfumaria,3,101.29
AC,fashion_calcados,2,147.8
AC,ferramentas_jardim,2,314.5
AC,livros_interesse_geral,2,316.9
AC,malas_acessorios,2,174.45
AC,papelaria,2,264.45
AC,未分类,2,33.45
AC,artigos_de_natal,1,69.9
AC,consoles_games,1,276.14
AC,cool_stuff,1,99.99
AC,eletroportateis,1,54.0
AC,fashion_bolsas_e_acessorios,1,89.9
AC,instrumentos_musicais,1,36.9
AC,market_place,1,62.8
AC,moveis_sala,1,79.9
AC,pcs,1,1200.0
